id,filename,reel_url,author_username,published_at,views_count,likes_count,comments_count,description
24,"24_dr_aisina_2025-05-09.mp3","https://www.instagram.com/p/DJcAszUM3z4/","dr_aisina","Fri May 09 2025 22:23:31 GMT+0700 (Indochina Time)",205542,5666,65,"Makeup in 5 minutes 💄

.
.
.

#dubailips#dubailipsaugmentation#dubairussianlips#dubailips#lipsdubai#russianlipsdubai#russianlipstechnique#russianlips#lipsaugmentation#lipsaugmentationfiller #qatarlips #qatarlipsaugmentation #qatarrussianlips #lipsqatar #russianlipsqatar#russianlips  #russianlipsdoha #dohalips #lipsaugmentationdoha#russianlipsabudhabi#lipsabudhabi#cosmetologydoha#russianlipstechnique#обучениекосметологов#обучениекосметологовмосква#контурнаяпластикагубмосква#косметологиямосква#clinicdubai#косметологдубай#увеличениегубдубай#косметологмосква#lipsforkiss"
